Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Friday, December 7, 2018
4:15:44 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.957544,76.900297,161.310017,164.155006,60.005294,56.388764,59.190992,12.974266,158.374698,1.246134,77.141125,55.578098,162.629035,160.496974,159.633666,159.201394,72.638266,158.665242,0.001915,0.013338,32.000000,-237.032738,159.292836,0.392373,15.195551,0.688401,274798.624543,0.922826,31.693867,36.336973,2.934514,69.241838,59.358922,95.903262,8.000000,42.298952,64.000000,39.727593,12.177215,21.066802
54.954183,76.900575,161.317637,164.155364,59.993229,56.376544,59.160857,12.974556,158.366574,1.246298,77.142974,55.574168,162.629578,160.489026,159.634795,159.192614,72.639749,158.654680,0.001918,0.013357,32.000000,-237.032415,159.302131,0.392404,15.193193,0.688524,274759.530591,0.922262,31.696770,36.333550,2.934515,69.244556,59.357558,95.911868,8.000000,42.321911,64.000000,39.735709,12.177215,21.069245
54.955284,76.901316,161.321551,164.155588,59.918508,56.364548,59.196928,12.975063,158.352895,1.521302,77.144011,55.574839,162.629713,160.479718,159.634724,159.184109,72.640439,158.645745,0.001915,0.013375,32.000000,-237.031908,159.295949,0.483308,15.190775,0.688449,274701.475389,0.922274,31.700083,36.329827,2.935175,69.247275,59.356406,95.919660,8.000000,42.319784,64.000000,39.740190,12.177215,21.071732
54.954800,76.902121,161.315456,164.155303,59.873459,56.356441,59.182933,12.974863,158.343616,1.531556,77.145230,55.574245,162.629340,160.474509,159.634473,159.177999,72.640458,158.638106,0.001915,0.013389,32.000000,-237.032068,159.288220,0.485546,15.195906,0.688486,274641.448436,0.922606,31.703587,36.323794,2.935493,69.248966,59.355644,95.924344,8.000000,42.320382,64.000000,39.742302,12.177215,21.073424
54.952333,76.903777,161.310899,164.154021,59.769473,56.360684,59.177363,12.974949,158.334060,1.531469,77.147182,55.572128,162.628675,160.467100,159.633460,159.167203,72.640758,158.626708,0.001920,0.013404,32.000000,-237.032048,159.277432,0.485726,15.191915,0.688449,274582.435107,0.921829,31.703271,36.319254,2.935506,69.251644,59.354435,95.930865,8.000000,42.325529,64.000000,39.747879,12.177215,21.076062
54.948539,76.904705,161.307411,164.152636,59.890777,56.348690,59.192951,12.974828,158.326700,1.460245,77.148177,55.568515,162.627153,160.459844,159.633845,159.157822,72.640620,158.612579,0.001923,0.013407,32.000000,-237.032261,159.279175,0.458221,15.192553,0.688108,274543.668991,0.921925,31.704540,36.315943,2.935421,69.254787,59.353215,95.937151,8.000000,42.310688,64.000000,39.754501,12.177215,21.078659
54.941772,76.905292,161.287034,164.151541,59.927142,56.336339,59.188861,12.975639,158.320691,1.247721,77.149510,55.560571,162.625397,160.450856,159.633634,159.149662,72.640220,158.601748,0.001902,0.013398,32.000000,-237.031386,159.284387,0.392503,15.191530,0.688355,274565.837172,0.922131,31.708565,36.310733,2.935470,69.258047,59.351851,95.942646,8.000000,42.332123,64.000000,39.765834,12.177215,21.081163
54.938128,76.905204,161.288270,164.151676,59.933086,56.328261,59.184241,12.975956,158.315282,1.247737,77.149470,55.557919,162.624433,160.447160,159.633450,159.144597,72.639401,158.594819,0.001901,0.013403,32.000000,-237.031082,159.278889,0.392556,15.182200,0.688222,274509.137054,0.921764,31.713137,36.304781,2.935609,69.260210,59.351170,95.945513,8.000000,42.315750,64.000000,39.773728,12.177215,21.082793
54.932085,76.904907,161.274418,164.152879,59.910965,56.316139,59.199602,12.975701,158.303402,1.247844,77.150968,55.550606,162.624648,160.439534,159.633636,159.137474,72.639028,158.583424,0.001904,0.013387,32.000000,-237.031348,159.236147,0.392543,15.189953,0.688123,274451.672840,0.921751,31.720220,36.300514,2.935599,69.263756,59.350184,95.950159,8.000000,42.321100,64.000000,39.785234,12.177215,21.085153
54.933607,76.905342,161.276339,164.154670,59.866094,56.303932,59.204147,12.975819,158.289897,1.603953,77.151956,55.553390,162.625449,160.428802,159.633197,159.129442,72.638420,158.572199,0.001922,0.013370,32.000000,-237.031224,159.177065,0.513499,15.185597,0.688504,274414.072437,0.921758,31.723633,36.298346,2.935817,69.267139,59.348984,95.954068,8.000000,42.322449,64.000000,39.793747,12.177215,21.087607
54.933810,76.906455,161.209931,164.155169,59.886416,56.299741,59.167074,12.975168,158.282595,1.672290,77.153470,55.555625,162.626028,160.422505,159.633119,159.124071,72.637611,158.564864,0.001903,0.013375,32.000000,-237.031817,159.169132,0.531390,15.180895,0.688023,274356.867291,0.921430,31.729139,36.293809,2.935887,69.271326,59.348428,95.957747,8.000000,42.309256,64.000000,39.798430,12.177215,21.090135
54.934470,76.907541,161.211426,164.154651,59.902727,56.299757,59.198644,12.975103,158.278715,1.672285,77.154668,55.554812,162.626880,160.418429,159.632939,159.119986,72.637033,158.561029,0.001904,0.013379,32.000000,-237.031928,159.165116,0.531370,15.179717,0.688060,274297.709774,0.921133,31.728113,36.289579,2.935841,69.273868,59.348045,95.960309,8.000000,42.298052,64.000000,39.800632,12.177215,21.091898
54.934008,76.908808,161.197694,164.153484,59.927420,56.291844,59.170506,12.976296,158.273336,1.672261,77.156148,55.556479,162.628018,160.415292,159.632771,159.117366,72.636277,158.554953,0.001906,0.013365,32.000000,-237.030701,159.160373,0.531228,15.180152,0.687960,274278.870108,0.921640,31.729030,36.287227,2.934621,69.277182,59.347961,95.964909,8.000000,42.288638,64.000000,39.805435,12.177215,21.094527
54.933718,76.909503,161.191941,164.152510,59.947152,56.282008,59.158442,12.976696,158.264962,1.672169,77.157278,55.555578,162.627860,160.410604,159.632910,159.112658,72.635361,158.545418,0.001926,0.013401,32.000000,-237.030247,159.153406,0.531431,15.174836,0.688017,274280.379061,0.921140,31.729482,36.286151,2.934613,69.280164,59.348658,95.969258,8.000000,42.290015,64.000000,39.812639,12.177215,21.097061
54.930455,76.910092,161.181860,164.151877,59.895666,56.286126,59.196813,12.975988,158.261459,1.597767,77.158357,55.552252,162.627210,160.405159,159.632953,159.104474,72.634295,158.536557,0.001928,0.013400,32.000000,-237.030882,159.154832,0.503218,15.172802,0.687854,274243.704856,0.921460,31.731192,36.284288,2.934388,69.283469,59.349508,95.973699,8.000000,42.274684,64.000000,39.819745,12.177215,21.099579
